palavra,n_vogais,vogais_unicas,letra_0,letra_1,letra_2,letra_3,letra_4,probabilidade,n_consoantes,consoantes_unicas,n_letras_diferentes
tacas,2,1,t,a,c,a,s,0.0,3,3,4
tacha,2,1,t,a,c,h,a,1.869473369351853e-05,3,3,4
tache,2,2,t,a,c,h,e,0.0,3,3,5
tacho,2,2,t,a,c,h,o,0.0,3,3,5
tacos,2,2,t,a,c,o,s,0.0,3,3,5
tacou,3,3,t,a,c,o,u,0.0,2,2,5
taipa,3,2,t,a,i,p,a,0.0002430315380157,2,2,4
talas,2,1,t,a,l,a,s,5.608420108055561e-05,3,3,4
talco,2,2,t,a,l,c,o,0.0,3,3,5
talha,2,1,t,a,l,h,a,3.738946738703707e-05,3,3,4
talhe,2,2,t,a,l,h,e,9.347366846759269e-05,3,3,5
talho,2,2,t,a,l,h,o,1.869473369351853e-05,3,3,5
talos,2,2,t,a,l,o,s,3.738946738703707e-05,3,3,5
talao,3,2,t,a,l,a,o,0.0,2,2,4
tampa,2,1,t,a,m,p,a,3.738946738703707e-05,3,3,4
tampe,2,2,t,a,m,p,e,0.0,3,3,5
tampo,2,2,t,a,m,p,o,0.0,3,3,5
tanga,2,1,t,a,n,g,a,0.0,3,3,4
tange,2,2,t,a,n,g,e,1.869473369351853e-05,3,3,5
tangi,2,2,t,a,n,g,i,0.0,3,3,5
tango,2,2,t,a,n,g,o,0.0,3,3,5
tanja,2,1,t,a,n,j,a,0.0,3,3,4
tanjo,2,2,t,a,n,j,o,0.0,3,3,5
tanta,2,1,t,a,n,t,a,0.0011777682226916,3,2,3
tanto,2,2,t,a,n,t,o,0.0057953674449907,3,2,4
tapai,3,2,t,a,p,a,i,0.0,2,2,4
tapam,2,1,t,a,p,a,m,0.0,3,3,4
tapar,2,1,t,a,p,a,r,3.738946738703707e-05,3,3,4
tapas,2,1,t,a,p,a,s,0.0,3,3,4
tapei,3,3,t,a,p,e,i,0.0,2,2,5
tapem,2,2,t,a,p,e,m,0.0,3,3,5
tapes,2,2,t,a,p,e,s,0.0,3,3,5
tapea,3,2,t,a,p,e,a,0.0,2,2,4
tapou,3,3,t,a,p,o,u,1.869473369351853e-05,2,2,5
tapao,3,2,t,a,p,a,o,0.0,2,2,4
taque,3,3,t,a,q,u,e,0.0,2,2,5
taras,2,1,t,a,r,a,s,0.0,3,3,4
tarda,2,1,t,a,r,d,a,3.738946738703707e-05,3,3,4
tarde,2,2,t,a,r,d,e,0.00302854685835,3,3,5
tardo,2,2,t,a,r,d,o,0.0002617262717092,3,3,5
tarja,2,1,t,a,r,j,a,1.869473369351853e-05,3,3,4
tatea,3,2,t,a,t,e,a,0.0,2,1,3
tatua,3,2,t,a,t,u,a,0.0,2,1,3
tatue,3,3,t,a,t,u,e,0.0,2,1,4
tatuo,3,3,t,a,t,u,o,0.0,2,1,4
tatus,2,2,t,a,t,u,s,0.0,3,2,4
taxai,3,2,t,a,x,a,i,0.0,2,2,4
taxam,2,1,t,a,x,a,m,0.0,3,3,4
taxar,2,1,t,a,x,a,r,0.0,3,3,4
taxas,2,1,t,a,x,a,s,0.0,3,3,4
taxei,3,3,t,a,x,e,i,0.0,2,2,5
taxem,2,2,t,a,x,e,m,0.0,3,3,5
taxes,2,2,t,a,x,e,s,0.0,3,3,5
taxou,3,3,t,a,x,o,u,0.0,2,2,5
tecei,3,2,t,e,c,e,i,0.0,2,2,4
tecem,2,1,t,e,c,e,m,0.0,3,3,4
tecer,2,1,t,e,c,e,r,1.869473369351853e-05,3,3,4
teces,2,1,t,e,c,e,s,1.869473369351853e-05,3,3,4
teceu,3,2,t,e,c,e,u,0.0,2,2,4
tecia,3,3,t,e,c,i,a,1.869473369351853e-05,2,2,5
tecla,2,2,t,e,c,l,a,0.0,3,3,5
tecle,2,1,t,e,c,l,e,0.0,3,3,4
teclo,2,2,t,e,c,l,o,0.0,3,3,5
teias,3,3,t,e,i,a,s,1.869473369351853e-05,2,2,5
teima,3,3,t,e,i,m,a,5.608420108055561e-05,2,2,5
teime,3,2,t,e,i,m,e,1.869473369351853e-05,2,2,4
teimo,3,3,t,e,i,m,o,1.869473369351853e-05,2,2,5
telas,2,2,t,e,l,a,s,9.347366846759269e-05,3,3,5
teles,2,1,t,e,l,e,s,0.0003551999401768,3,3,4
telha,2,2,t,e,l,h,a,9.347366846759269e-05,3,3,5
telao,3,3,t,e,l,a,o,1.869473369351853e-05,2,2,5
temam,2,2,t,e,m,a,m,0.0,3,2,4
temas,2,2,t,e,m,a,s,0.0,3,3,5
temei,3,2,t,e,m,e,i,0.0,2,2,4
temem,2,1,t,e,m,e,m,3.738946738703707e-05,3,2,3
temer,2,1,t,e,m,e,r,0.0001869473369351,3,3,4
temes,2,1,t,e,m,e,s,3.738946738703707e-05,3,3,4
temeu,3,2,t,e,m,e,u,5.608420108055561e-05,2,2,4
temia,3,3,t,e,m,i,a,7.477893477407414e-05,2,2,5
temor,2,2,t,e,m,o,r,0.0004112841412574,3,3,5
temos,2,2,t,e,m,o,s,0.0008599577499018,3,3,5
tempo,2,2,t,e,m,p,o,0.00908564057505,3,3,5
tenaz,2,2,t,e,n,a,z,0.0002430315380157,3,3,5
tenda,2,2,t,e,n,d,a,0.0001495578695481,3,3,5
tende,2,1,t,e,n,d,e,7.477893477407414e-05,3,3,4
tendi,2,2,t,e,n,d,i,0.0,3,3,5
tendo,2,2,t,e,n,d,o,0.0028976837224953,3,3,5
tenha,2,2,t,e,n,h,a,0.0008786524835953,3,3,5
tenho,2,2,t,e,n,h,o,0.0050288833635564,3,3,5
tenor,2,2,t,e,n,o,r,0.0001308631358546,3,3,5
tenra,2,2,t,e,n,r,a,0.0001308631358546,3,3,5
tenro,2,2,t,e,n,r,o,9.347366846759269e-05,3,3,5
tensa,2,2,t,e,n,s,a,0.0,3,3,5
tenso,2,2,t,e,n,s,o,0.0,3,3,5
tenta,2,2,t,e,n,t,a,1.869473369351853e-05,3,2,4
tente,2,1,t,e,n,t,e,0.0,3,2,3
tento,2,2,t,e,n,t,o,0.0001308631358546,3,2,4
terei,3,2,t,e,r,e,i,0.0002243368043222,2,2,4
terem,2,1,t,e,r,e,m,0.0004299788749509,3,3,4
teres,2,1,t,e,r,e,s,0.0001308631358546,3,3,4
teria,3,3,t,e,r,i,a,0.0007290946140472,2,2,5
termo,2,2,t,e,r,m,o,0.0011216840216111,3,3,5
terna,2,2,t,e,r,n,a,0.0002056420706287,3,3,5
terno,2,2,t,e,r,n,o,0.0001121684021611,3,3,5
teras,2,2,t,e,r,a,s,0.0001121684021611,3,3,5
terao,3,3,t,e,r,a,o,0.0001495578695481,2,2,5
terca,2,2,t,e,r,c,a,1.869473369351853e-05,3,3,5
terco,2,2,t,e,r,c,o,0.0001495578695481,3,3,5
tesas,2,2,t,e,s,a,s,1.869473369351853e-05,3,2,4
teses,2,1,t,e,s,e,s,0.0,3,2,3
tesos,2,2,t,e,s,o,s,1.869473369351853e-05,3,2,4
testa,2,2,t,e,s,t,a,0.0003925894075638,3,2,4
teste,2,1,t,e,s,t,e,0.0,3,2,3
testo,2,2,t,e,s,t,o,0.0,3,2,4
tesao,3,3,t,e,s,a,o,0.0,2,2,5
tetas,2,2,t,e,t,a,s,0.0,3,2,4
tetos,2,2,t,e,t,o,s,0.0005234525434185,3,2,4
texto,2,2,t,e,x,t,o,0.0002804210054027,3,2,4
tecam,2,2,t,e,c,a,m,0.0,3,3,5
tecas,2,2,t,e,c,a,s,0.0,3,3,5
tiara,3,2,t,i,a,r,a,1.869473369351853e-05,2,2,4
tidas,2,2,t,i,d,a,s,1.869473369351853e-05,3,3,5
tidos,2,2,t,i,d,o,s,0.0,3,3,5
tiete,3,2,t,i,e,t,e,5.608420108055561e-05,2,1,3
tigre,2,2,t,i,g,r,e,0.0001121684021611,3,3,5
times,2,2,t,i,m,e,s,0.0,3,3,5
timao,3,3,t,i,m,a,o,0.0,2,2,5
tinam,2,2,t,i,n,a,m,0.0,3,3,5
tinas,2,2,t,i,n,a,s,5.608420108055561e-05,3,3,5
tinem,2,2,t,i,n,e,m,0.0,3,3,5
tines,2,2,t,i,n,e,s,0.0,3,3,5
tingi,2,1,t,i,n,g,i,0.0,3,3,4
tinha,2,2,t,i,n,h,a,0.0074965882111009,3,3,5
tinia,3,2,t,i,n,i,a,0.0,2,2,4
tinir,2,1,t,i,n,i,r,3.738946738703707e-05,3,3,4
tinis,2,1,t,i,n,i,s,0.0,3,3,4
tiniu,3,2,t,i,n,i,u,0.0,2,2,4
tinja,2,2,t,i,n,j,a,1.869473369351853e-05,3,3,5
tinjo,2,2,t,i,n,j,o,0.0,3,3,5
tinta,2,2,t,i,n,t,a,0.0001495578695481,3,2,4
tinto,2,2,t,i,n,t,o,0.0,3,2,4
tipos,2,2,t,i,p,o,s,0.0002056420706287,3,3,5
tirai,3,2,t,i,r,a,i,0.0,2,2,4
tiram,2,2,t,i,r,a,m,0.0001495578695481,3,3,5
tirar,2,2,t,i,r,a,r,0.0011590734889981,3,2,4
tiras,2,2,t,i,r,a,s,0.0002243368043222,3,3,5
tirei,3,2,t,i,r,e,i,0.0001308631358546,2,2,4
tirem,2,2,t,i,r,e,m,1.869473369351853e-05,3,3,5
tires,2,2,t,i,r,e,s,0.0,3,3,5
tiros,2,2,t,i,r,o,s,0.0009534314183694,3,3,5
tirou,3,3,t,i,r,o,u,0.0009160419509824,2,2,5
titia,3,2,t,i,t,i,a,0.0,2,1,3
titio,3,2,t,i,t,i,o,0.0,2,1,3
titas,2,2,t,i,t,a,s,0.0001682526032416,3,2,4
tiver,2,2,t,i,v,e,r,0.0005234525434185,3,3,5
ticao,3,3,t,i,c,a,o,1.869473369351853e-05,2,2,5
toada,3,2,t,o,a,d,a,0.0002056420706287,2,2,4
tocai,3,3,t,o,c,a,i,0.0,2,2,5
tocam,2,2,t,o,c,a,m,0.0001308631358546,3,3,5
tocar,2,2,t,o,c,a,r,0.000542147277112,3,3,5
tocas,2,2,t,o,c,a,s,3.738946738703707e-05,3,3,5
tocha,2,2,t,o,c,h,a,0.0001495578695481,3,3,5
tocou,3,2,t,o,c,o,u,5.608420108055561e-05,2,2,4
todas,2,2,t,o,d,a,s,0.0082069880914546,3,3,5
todos,2,1,t,o,d,o,s,0.0151988184928305,3,3,4
togas,2,2,t,o,g,a,s,0.0,3,3,5
tolas,2,2,t,o,l,a,s,7.477893477407414e-05,3,3,5
toldo,2,1,t,o,l,d,o,1.869473369351853e-05,3,3,4
tolha,2,2,t,o,l,h,a,0.0,3,3,5
tolhe,2,2,t,o,l,h,e,0.0,3,3,5
tolhi,2,2,t,o,l,h,i,0.0,3,3,5
tolho,2,1,t,o,l,h,o,0.0,3,3,4
tolos,2,1,t,o,l,o,s,7.477893477407414e-05,3,3,4
tomai,3,3,t,o,m,a,i,9.347366846759269e-05,2,2,5
tomam,2,2,t,o,m,a,m,0.0001495578695481,3,2,4
tomar,2,2,t,o,m,a,r,0.0007477893477407,3,3,5
tomba,2,2,t,o,m,b,a,9.347366846759269e-05,3,3,5
tombe,2,2,t,o,m,b,e,1.869473369351853e-05,3,3,5
tombo,2,1,t,o,m,b,o,0.0,3,3,4
tomei,3,3,t,o,m,e,i,9.347366846759269e-05,2,2,5
tomem,2,2,t,o,m,e,m,3.738946738703707e-05,3,2,4
tomes,2,2,t,o,m,e,s,3.738946738703707e-05,3,3,5
tomou,3,2,t,o,m,o,u,0.0005608420108055,2,2,4
tonel,2,2,t,o,n,e,l,5.608420108055561e-05,3,3,5
tonta,2,2,t,o,n,t,a,3.738946738703707e-05,3,2,4
tonto,2,1,t,o,n,t,o,0.0002430315380157,3,2,3
topai,3,3,t,o,p,a,i,0.0,2,2,5
topam,2,2,t,o,p,a,m,1.869473369351853e-05,3,3,5
topar,2,2,t,o,p,a,r,0.0001308631358546,3,3,5
topas,2,2,t,o,p,a,s,0.0,3,3,5
topei,3,3,t,o,p,e,i,5.608420108055561e-05,2,2,5
topem,2,2,t,o,p,e,m,0.0,3,3,5
topes,2,2,t,o,p,e,s,0.0,3,3,5
topos,2,1,t,o,p,o,s,5.608420108055561e-05,3,3,4
topou,3,2,t,o,p,o,u,5.608420108055561e-05,2,2,4
toque,3,3,t,o,q,u,e,0.0002430315380157,2,2,5
toras,2,2,t,o,r,a,s,0.0,3,3,5
torce,2,2,t,o,r,c,e,5.608420108055561e-05,3,3,5
torci,2,2,t,o,r,c,i,0.0,3,3,5
torna,2,2,t,o,r,n,a,0.0003178104727898,3,3,5
torne,2,2,t,o,r,n,e,0.0001308631358546,3,3,5
torno,2,1,t,o,r,n,o,0.0017759997008842,3,3,4
toros,2,1,t,o,r,o,s,0.0,3,3,4
torpe,2,2,t,o,r,p,e,0.0001121684021611,3,3,5
torra,2,2,t,o,r,r,a,0.0,3,2,4
torre,2,2,t,o,r,r,e,0.0002056420706287,3,2,4
torro,2,1,t,o,r,r,o,0.0,3,2,3
torta,2,2,t,o,r,t,a,0.0,3,2,4
torto,2,1,t,o,r,t,o,3.738946738703707e-05,3,2,3
torca,2,2,t,o,r,c,a,0.0,3,3,5
torco,2,1,t,o,r,c,o,0.0,3,3,4
tosai,3,3,t,o,s,a,i,0.0,2,2,5
tosam,2,2,t,o,s,a,m,0.0,3,3,5
tosar,2,2,t,o,s,a,r,0.0,3,3,5
tosas,2,2,t,o,s,a,s,0.0,3,2,4
tosca,2,2,t,o,s,c,a,7.477893477407414e-05,3,3,5
tosco,2,1,t,o,s,c,o,0.0001308631358546,3,3,4
tosei,3,3,t,o,s,e,i,0.0,2,2,5
tosem,2,2,t,o,s,e,m,0.0,3,3,5
toses,2,2,t,o,s,e,s,0.0,3,2,4
tosou,3,2,t,o,s,o,u,0.0,2,2,4
tosse,2,2,t,o,s,s,e,9.347366846759269e-05,3,2,4
tossi,2,2,t,o,s,s,i,0.0,3,2,4
tosta,2,2,t,o,s,t,a,0.0,3,2,4
toste,2,2,t,o,s,t,e,0.0,3,2,4
tosto,2,1,t,o,s,t,o,0.0,3,2,3
total,2,2,t,o,t,a,l,0.0001869473369351,3,2,4
totem,2,2,t,o,t,e,m,0.0,3,2,4
touca,3,3,t,o,u,c,a,0.0001121684021611,2,2,5
touro,3,2,t,o,u,r,o,0.0001495578695481,2,2,4
trace,2,2,t,r,a,c,e,0.0,3,3,5
traem,2,2,t,r,a,e,m,0.0,3,3,5
traga,2,1,t,r,a,g,a,0.0001121684021611,3,3,4
trago,2,2,t,r,a,g,o,0.0005234525434185,3,3,5
traia,3,2,t,r,a,i,a,1.869473369351853e-05,2,2,4
traio,3,3,t,r,a,i,o,0.0,2,2,5
trair,2,2,t,r,a,i,r,1.869473369351853e-05,3,2,4
trais,2,2,t,r,a,i,s,0.0,3,3,5
traiu,3,3,t,r,a,i,u,1.869473369351853e-05,2,2,5
traja,2,1,t,r,a,j,a,0.0,3,3,4
traje,2,2,t,r,a,j,e,5.608420108055561e-05,3,3,5
trajo,2,2,t,r,a,j,o,0.0001869473369351,3,3,5
trama,2,1,t,r,a,m,a,0.0001682526032416,3,3,4
trapo,2,2,t,r,a,p,o,7.477893477407414e-05,3,3,5
trara,2,1,t,r,a,r,a,1.869473369351853e-05,3,2,3
trata,2,1,t,r,a,t,a,0.0003925894075638,3,2,3
trate,2,2,t,r,a,t,e,1.869473369351853e-05,3,2,4
trato,2,2,t,r,a,t,o,0.0003925894075638,3,2,4
trava,2,1,t,r,a,v,a,3.738946738703707e-05,3,3,4
trave,2,2,t,r,a,v,e,3.738946738703707e-05,3,3,5
travo,2,2,t,r,a,v,o,0.0,3,3,5
traze,2,2,t,r,a,z,e,3.738946738703707e-05,3,3,5
traca,2,1,t,r,a,c,a,0.0002617262717092,3,3,4
traco,2,2,t,r,a,c,o,0.0008038735488212,3,3,5
treco,2,2,t,r,e,c,o,0.0,3,3,5
trema,2,2,t,r,e,m,a,0.0,3,3,5
treme,2,1,t,r,e,m,e,5.608420108055561e-05,3,3,4
tremi,2,2,t,r,e,m,i,0.0,3,3,5
tremo,2,2,t,r,e,m,o,0.0,3,3,5
trena,2,2,t,r,e,n,a,0.0,3,3,5
trens,1,1,t,r,e,n,s,3.738946738703707e-05,4,4,5
treno,2,2,t,r,e,n,o,0.0,3,3,5
trepa,2,2,t,r,e,p,a,0.0,3,3,5
trepe,2,1,t,r,e,p,e,0.0,3,3,4
trepo,2,2,t,r,e,p,o,0.0,3,3,5
treta,2,2,t,r,e,t,a,0.0,3,2,4
treva,2,2,t,r,e,v,a,0.0001121684021611,3,3,5
trevo,2,2,t,r,e,v,o,0.0,3,3,5
treze,2,1,t,r,e,z,e,0.0001121684021611,3,3,4
tribo,2,2,t,r,i,b,o,0.0001121684021611,3,3,5
trico,2,2,t,r,i,c,o,0.0,3,3,5
trigo,2,2,t,r,i,g,o,0.0002804210054027,3,3,5
trina,2,2,t,r,i,n,a,0.0,3,3,5
trino,2,2,t,r,i,n,o,0.0,3,3,5
trios,2,2,t,r,i,o,s,0.0,3,3,5
tripa,2,2,t,r,i,p,a,0.0,3,3,5
troca,2,2,t,r,o,c,a,0.0002430315380157,3,3,5
troce,2,2,t,r,o,c,e,0.0,3,3,5
troco,2,1,t,r,o,c,o,7.477893477407414e-05,3,3,4
trono,2,1,t,r,o,n,o,5.608420108055561e-05,3,3,4
tropa,2,2,t,r,o,p,a,0.0017946944345777,3,3,5
trota,2,2,t,r,o,t,a,1.869473369351853e-05,3,2,4
trote,2,2,t,r,o,t,e,7.477893477407414e-05,3,2,4
troto,2,1,t,r,o,t,o,0.0,3,2,3
trova,2,2,t,r,o,v,a,3.738946738703707e-05,3,3,5
truco,2,2,t,r,u,c,o,0.0,3,3,5
trufa,2,2,t,r,u,f,a,0.0,3,3,5
truta,2,2,t,r,u,t,a,0.0,3,2,4
troia,3,3,t,r,o,i,a,0.0001308631358546,2,2,5
tubos,2,2,t,u,b,o,s,1.869473369351853e-05,3,3,5
tufao,3,3,t,u,f,a,o,1.869473369351853e-05,2,2,5
tumba,2,2,t,u,m,b,a,3.738946738703707e-05,3,3,5
tumor,2,2,t,u,m,o,r,0.0,3,3,5
tupis,2,2,t,u,p,i,s,1.869473369351853e-05,3,3,5
turba,2,2,t,u,r,b,a,0.0002243368043222,3,3,5
turbe,2,2,t,u,r,b,e,1.869473369351853e-05,3,3,5
turbo,2,2,t,u,r,b,o,0.0,3,3,5
turca,2,2,t,u,r,c,a,0.0,3,3,5
turco,2,2,t,u,r,c,o,0.0001682526032416,3,3,5
turma,2,2,t,u,r,m,a,5.608420108055561e-05,3,3,5
turno,2,2,t,u,r,n,o,5.608420108055561e-05,3,3,5
turne,2,2,t,u,r,n,e,0.0,3,3,5
turva,2,2,t,u,r,v,a,3.738946738703707e-05,3,3,5
turve,2,2,t,u,r,v,e,0.0,3,3,5
turvo,2,2,t,u,r,v,o,3.738946738703707e-05,3,3,5
tussa,2,2,t,u,s,s,a,0.0,3,2,4
tusso,2,2,t,u,s,s,o,1.869473369351853e-05,3,2,4
tutor,2,2,t,u,t,o,r,3.738946738703707e-05,3,2,4
tabua,3,2,t,a,b,u,a,0.0001121684021611,2,2,4
taxis,2,2,t,a,x,i,s,0.0,3,3,5
tedio,3,3,t,e,d,i,o,5.608420108055561e-05,2,2,5
tenis,2,2,t,e,n,i,s,0.0,3,3,5
tenue,3,2,t,e,n,u,e,0.0001308631358546,2,2,4
tibia,3,2,t,i,b,i,a,3.738946738703707e-05,2,2,4
tibio,3,2,t,i,b,i,o,1.869473369351853e-05,2,2,4
tinge,2,2,t,i,n,g,e,0.0,3,3,5
torax,2,2,t,o,r,a,x,3.738946738703707e-05,3,3,5
torio,3,2,t,o,r,i,o,0.0,2,2,4
tunel,2,2,t,u,n,e,l,3.738946738703707e-05,3,3,5
ufana,3,2,u,f,a,n,a,0.0,2,2,4
ufane,3,3,u,f,a,n,e,0.0,2,2,5
ufano,3,3,u,f,a,n,o,5.608420108055561e-05,2,2,5
uivai,4,3,u,i,v,a,i,0.0,1,1,4
uivam,3,3,u,i,v,a,m,0.0,2,2,5
uivar,3,3,u,i,v,a,r,1.869473369351853e-05,2,2,5
uivas,3,3,u,i,v,a,s,0.0,2,2,5
uivei,4,3,u,i,v,e,i,0.0,1,1,4
uivem,3,3,u,i,v,e,m,0.0,2,2,5
uives,3,3,u,i,v,e,s,0.0,2,2,5
uivos,3,3,u,i,v,o,s,0.0,2,2,5
uivou,4,3,u,i,v,o,u,0.0,1,1,4
ultra,2,2,u,l,t,r,a,1.869473369351853e-05,3,3,5
ulula,3,2,u,l,u,l,a,0.0,2,1,3
ulule,3,2,u,l,u,l,e,0.0,2,1,3
ululo,3,2,u,l,u,l,o,0.0,2,1,3
unais,3,3,u,n,a,i,s,0.0,2,2,5
unemo,3,3,u,n,e,m,o,0.0,2,2,5
ungem,2,2,u,n,g,e,m,0.0,3,3,5
unges,2,2,u,n,g,e,s,0.0,3,3,5
ungia,3,3,u,n,g,i,a,0.0,2,2,5
ungir,2,2,u,n,g,i,r,1.869473369351853e-05,3,3,5
ungis,2,2,u,n,g,i,s,0.0,3,3,5
ungiu,3,2,u,n,g,i,u,1.869473369351853e-05,2,2,4
unhas,2,2,u,n,h,a,s,0.0003178104727898,3,3,5
uniam,3,3,u,n,i,a,m,0.0,2,2,5
unias,3,3,u,n,i,a,s,0.0,2,2,5
unida,3,3,u,n,i,d,a,0.0001869473369351,2,2,5
unido,3,3,u,n,i,d,o,1.869473369351853e-05,2,2,5
unimo,3,3,u,n,i,m,o,0.0,2,2,5
unira,3,3,u,n,i,r,a,0.0,2,2,5
untai,3,3,u,n,t,a,i,0.0,2,2,5
untam,2,2,u,n,t,a,m,0.0,3,3,5
untar,2,2,u,n,t,a,r,1.869473369351853e-05,3,3,5
untas,2,2,u,n,t,a,s,0.0,3,3,5
untei,3,3,u,n,t,e,i,0.0,2,2,5
untem,2,2,u,n,t,e,m,0.0,3,3,5
untes,2,2,u,n,t,e,s,0.0,3,3,5
untou,3,2,u,n,t,o,u,0.0,2,2,4
uncao,3,3,u,n,c,a,o,0.0,2,2,5
urano,3,3,u,r,a,n,o,0.0,2,2,5
urdam,2,2,u,r,d,a,m,0.0,3,3,5
urdas,2,2,u,r,d,a,s,0.0,3,3,5
urdem,2,2,u,r,d,e,m,0.0,3,3,5
urdes,2,2,u,r,d,e,s,0.0,3,3,5
urdia,3,3,u,r,d,i,a,0.0,2,2,5
urdir,2,2,u,r,d,i,r,0.0,3,2,4
urdis,2,2,u,r,d,i,s,0.0,3,3,5
urdiu,3,2,u,r,d,i,u,0.0,2,2,4
urgia,3,3,u,r,g,i,a,3.738946738703707e-05,2,2,5
urgir,2,2,u,r,g,i,r,0.0,3,2,4
urgis,2,2,u,r,g,i,s,0.0,3,3,5
urgiu,3,2,u,r,g,i,u,0.0,2,2,4
urina,3,3,u,r,i,n,a,0.0,2,2,5
urine,3,3,u,r,i,n,e,0.0,2,2,5
urino,3,3,u,r,i,n,o,0.0,2,2,5
urjam,2,2,u,r,j,a,m,0.0,3,3,5
urjas,2,2,u,r,j,a,s,0.0,3,3,5
urnas,2,2,u,r,n,a,s,3.738946738703707e-05,3,3,5
urrai,3,3,u,r,r,a,i,0.0,2,1,4
urram,2,2,u,r,r,a,m,0.0,3,2,4
urrar,2,2,u,r,r,a,r,0.0,3,1,3
urras,2,2,u,r,r,a,s,0.0,3,2,4
urrei,3,3,u,r,r,e,i,0.0,2,1,4
urrem,2,2,u,r,r,e,m,0.0,3,2,4
urres,2,2,u,r,r,e,s,0.0,3,2,4
urros,2,2,u,r,r,o,s,0.0,3,2,4
urrou,3,2,u,r,r,o,u,0.0,2,1,3
ursas,2,2,u,r,s,a,s,0.0,3,2,4
ursos,2,2,u,r,s,o,s,3.738946738703707e-05,3,2,4
urubu,3,1,u,r,u,b,u,0.0,2,2,3
ureia,4,4,u,r,e,i,a,0.0,1,1,5
usada,3,2,u,s,a,d,a,0.0,2,2,4
usado,3,3,u,s,a,d,o,0.0,2,2,5
usais,3,3,u,s,a,i,s,0.0,2,1,4
usamo,3,3,u,s,a,m,o,0.0,2,2,5
usara,3,2,u,s,a,r,a,1.869473369351853e-05,2,2,4
usava,3,2,u,s,a,v,a,0.0002056420706287,2,2,4
useis,3,3,u,s,e,i,s,0.0,2,1,4
usemo,3,3,u,s,e,m,o,0.0,2,2,5
usina,3,3,u,s,i,n,a,0.0,2,2,5
usual,3,2,u,s,u,a,l,5.608420108055561e-05,2,2,4
usura,3,2,u,s,u,r,a,0.0,2,2,4
vacas,2,1,v,a,c,a,s,0.0,3,3,4
vades,2,2,v,a,d,e,s,0.0,3,3,5
vadea,3,2,v,a,d,e,a,0.0,2,2,4
vadia,3,2,v,a,d,i,a,0.0,2,2,4
vadie,3,3,v,a,d,i,e,0.0,2,2,5
vadio,3,3,v,a,d,i,o,5.608420108055561e-05,2,2,5
vagai,3,2,v,a,g,a,i,0.0,2,2,4
vagam,2,1,v,a,g,a,m,0.0,3,3,4
vagar,2,1,v,a,g,a,r,0.0002243368043222,3,3,4
vagas,2,1,v,a,g,a,s,0.0003925894075638,3,3,4
vagem,2,2,v,a,g,e,m,0.0,3,3,5
vagia,3,2,v,a,g,i,a,0.0,2,2,4
vagir,2,2,v,a,g,i,r,0.0,3,3,5
vagis,2,2,v,a,g,i,s,0.0,3,3,5
vagiu,3,3,v,a,g,i,u,0.0,2,2,5
vagos,2,2,v,a,g,o,s,0.0001308631358546,3,3,5
vagou,3,3,v,a,g,o,u,0.0,2,2,5
vague,3,3,v,a,g,u,e,0.0,2,2,5
vagao,3,2,v,a,g,a,o,0.0,2,2,4
vaiai,4,2,v,a,i,a,i,0.0,1,1,3
vaiam,3,2,v,a,i,a,m,0.0,2,2,4
vaiar,3,2,v,a,i,a,r,0.0,2,2,4
vaias,3,2,v,a,i,a,s,0.0,2,2,4
vaiei,4,3,v,a,i,e,i,0.0,1,1,4
vaiem,3,3,v,a,i,e,m,0.0,2,2,5
vaies,3,3,v,a,i,e,s,0.0,2,2,5
vaiou,4,4,v,a,i,o,u,0.0,1,1,5
valas,2,1,v,a,l,a,s,0.0,3,3,4
valei,3,3,v,a,l,e,i,0.0,2,2,5
valem,2,2,v,a,l,e,m,0.0002243368043222,3,3,5
valer,2,2,v,a,l,e,r,0.0001869473369351,3,3,5
vales,2,2,v,a,l,e,s,0.0004673683423379,3,3,5
valeu,3,3,v,a,l,e,u,0.0001121684021611,2,2,5
valha,2,1,v,a,l,h,a,7.477893477407414e-05,3,3,4
valho,2,2,v,a,l,h,o,1.869473369351853e-05,3,3,5
valia,3,2,v,a,l,i,a,0.0003178104727898,2,2,4
valor,2,2,v,a,l,o,r,0.0011216840216111,3,3,5
valos,2,2,v,a,l,o,s,7.477893477407414e-05,3,3,5
valsa,2,1,v,a,l,s,a,3.738946738703707e-05,3,3,4
vamos,2,2,v,a,m,o,s,0.0015703576302555,3,3,5
vapor,2,2,v,a,p,o,r,1.869473369351853e-05,3,3,5
varai,3,2,v,a,r,a,i,0.0,2,2,4
varam,2,1,v,a,r,a,m,0.0,3,3,4
varar,2,1,v,a,r,a,r,5.608420108055561e-05,3,2,3
varas,2,1,v,a,r,a,s,0.0003365052064833,3,3,4
varei,3,3,v,a,r,e,i,0.0,2,2,5
varem,2,2,v,a,r,e,m,0.0,3,3,5
vares,2,2,v,a,r,e,s,0.0,3,3,5
varia,3,2,v,a,r,i,a,0.0001495578695481,2,2,4
varie,3,3,v,a,r,i,e,0.0,2,2,5
vario,3,3,v,a,r,i,o,3.738946738703707e-05,2,2,5
varou,3,3,v,a,r,o,u,1.869473369351853e-05,2,2,5
varra,2,1,v,a,r,r,a,0.0,3,2,3
varre,2,2,v,a,r,r,e,0.0,3,2,4
varri,2,2,v,a,r,r,i,0.0,3,2,4
